"occurrenceID","InstitutionCode","CollectionCode","catalogNumber","class","ScientificName","Year","Month","Day","verbatimEventDate","eventDate","recordedBy","recordNumber","FieldNotes","Country","StateProvince","County","Island","IslandGroup","Locality","MinimumElevationInMeters","MaximumElevationInMeters","VerbatimElevation","DecimalLatitude","DecimalLongitude","GeodeticDatum","CoordinateUncertaintyInMeters","VerbatimCoordinateSystem","GeoreferenceProtocol","GeoreferenceRemarks","GeoreferenceSources","GeoreferencedDate","GeoreferencedBy","GeoreferenceVerificationStatus","VerbatimLatitude","VerbatimLongitude","Genus","specificEpithet","infraspecificEpithet"
"MVZ:Egg:1155","MVZ","Egg","1155","Aves","Zenaida macroura marginella",,,,"3 Jun 1899",,"Edward A. Bannister",,"http://arctos.database.museum/guid/MVZ:Egg:1155","United States","California","Alameda County",,,"no specific locality recorded",,,,"37.6803493","-121.9029351","WGS84","44037.0","decimal degrees","MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices",,"BioGeomancer","2009-11-16","Christine Coltellaro (UWBM)","requires verification",,,"Zenaida","macroura",
"MVZ:Egg:1156","MVZ","Egg","1156","Aves","Zenaida macroura marginella",,,,"3 Jun 1899",,"Edward A. Bannister",,"http://arctos.database.museum/guid/MVZ:Egg:1156","United States","California","Alameda County",,,"no specific locality recorded",,,,"37.6803493","-121.9029351","WGS84","44037.0","decimal degrees","MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices",,"BioGeomancer","2009-11-16","Christine Coltellaro (UWBM)","requires verification",,,"Zenaida","macroura",
"MVZ:Egg:8643","MVZ","Egg","8643","Aves","Zenaida macroura marginella",,,,"20 Jun 1919",,"Milton S. Ray",,"http://arctos.database.museum/guid/MVZ:Egg:8643","United States","California","Alameda County",,,"San Lorenzo?",,,,"37.6803493","-121.9029351","WGS84","44037.0","decimal degrees","MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices","question mark in locality, georefed Alameda County","BioGeomancer","2009-11-16","Kevin Epperly (UWBM)","requires verification",,,"Zenaida","macroura",
"MVZ:Egg:5003","MVZ","Egg","5003","Aves","Chalcophaps indica ssp.",,,,"19 Feb 1935",,"E. W. Gifford",,"http://arctos.database.museum/guid/MVZ:Egg:5003","United States","California","Alameda County",,,"Aviary in Oakland",,,,"37.8084277","-122.2163773","WGS84","10506.0","decimal degrees","MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices",,"BioGeomancer","2009-11-16","Christine Coltellaro (UWBM)","requires verification",,,"Chalcophaps","indica",
"MVZ:Egg:5002","MVZ","Egg","5002","Aves","Columbina minuta",,,,"19 Feb 1935",,"E. W. Gifford",,"http://arctos.database.museum/guid/MVZ:Egg:5002","United States","California","Alameda County",,,"Aviary in Oakland",,,,"37.8084277","-122.2163773","WGS84","10506.0","decimal degrees","MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices",,"BioGeomancer","2009-11-16","Christine Coltellaro (UWBM)","requires verification",,,"Columbina","minuta",
"MVZ:Egg:2070","MVZ","Egg","2070","Aves","Gallicolumba jobiensis",,,,"20 Jun 1927",,"E. W. Gifford",,"http://arctos.database.museum/guid/MVZ:Egg:2070","United States","California","Alameda County",,,"Aviary in Oakland",,,,"37.8084277","-122.2163773","WGS84","10506.0","decimal degrees","MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices",,"BioGeomancer","2009-11-16","Christine Coltellaro (UWBM)","requires verification",,,"Gallicolumba","jobiensis",
"MVZ:Egg:2353","MVZ","Egg","2353","Aves","Gallicolumba jobiensis",,,,"5 Oct 1928",,"E. W. Gifford",,"http://arctos.database.museum/guid/MVZ:Egg:2353","United States","California","Alameda County",,,"Aviary in Oakland",,,,"37.8084277","-122.2163773","WGS84","10506.0","decimal degrees","MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices",,"BioGeomancer","2009-11-16","Christine Coltellaro (UWBM)","requires verification",,,"Gallicolumba","jobiensis",
"MVZ:Egg:2346","MVZ","Egg","2346","Aves","Gallicolumba kubaryi",,,,"25 Jun 1928",,"E. W. Gifford",,"http://arctos.database.museum/guid/MVZ:Egg:2346","United States","California","Alameda County",,,"Aviary in Oakland",,,,"37.8084277","-122.2163773","WGS84","10506.0","decimal degrees","MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices",,"BioGeomancer","2009-11-16","Christine Coltellaro (UWBM)","requires verification",,,"Gallicolumba","kubaryi",
"MVZ:Egg:2350","MVZ","Egg","2350","Aves","Gallicolumba kubaryi",,,,"17 Sep 1928",,"E. W. Gifford",,"http://arctos.database.museum/guid/MVZ:Egg:2350","United States","California","Alameda County",,,"Aviary in Oakland",,,,"37.8084277","-122.2163773","WGS84","10506.0","decimal degrees","MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices",,"BioGeomancer","2009-11-16","Christine Coltellaro (UWBM)","requires verification",,,"Gallicolumba","kubaryi",
"MVZ:Egg:2352","MVZ","Egg","2352","Aves","Gallicolumba kubaryi",,,,"1 Oct 1928",,"E. W. Gifford",,"http://arctos.database.museum/guid/MVZ:Egg:2352","United States","California","Alameda County",,,"Aviary in Oakland",,,,"37.8084277","-122.2163773","WGS84","10506.0","decimal degrees","MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices",,"BioGeomancer","2009-11-16","Christine Coltellaro (UWBM)","requires verification",,,"Gallicolumba","kubaryi",
"MVZ:Egg:2359","MVZ","Egg","2359","Aves","Gallicolumba kubaryi",,,,"22 Oct 1928",,"E. W. Gifford",,"http://arctos.database.museum/guid/MVZ:Egg:2359","United States","California","Alameda County",,,"Aviary in Oakland",,,,"37.8084277","-122.2163773","WGS84","10506.0","decimal degrees","MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices",,"BioGeomancer","2009-11-16","Christine Coltellaro (UWBM)","requires verification",,,"Gallicolumba","kubaryi",
"MVZ:Egg:2068","MVZ","Egg","2068","Aves","Gallicolumba rubescens",,,,"10 Jan 1927",,"E. W. Gifford",,"http://arctos.database.museum/guid/MVZ:Egg:2068","United States","California","Alameda County",,,"Aviary in Oakland",,,,"37.8084277","-122.2163773","WGS84","10506.0","decimal degrees","MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices",,"BioGeomancer","2009-11-16","Christine Coltellaro (UWBM)","requires verification",,,"Gallicolumba","rubescens",
"MVZ:Egg:2327","MVZ","Egg","2327","Aves","Gallicolumba rubescens",,,,"31 May 1928",,"E. W. Gifford",,"http://arctos.database.museum/guid/MVZ:Egg:2327","United States","California","Alameda County",,,"Aviary in Oakland",,,,"37.8084277","-122.2163773","WGS84","10506.0","decimal degrees","MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices",,"BioGeomancer","2009-11-16","Christine Coltellaro (UWBM)","requires verification",,,"Gallicolumba","rubescens",
"MVZ:Egg:2075","MVZ","Egg","2075","Aves","Gallicolumba rubescens",,,,"12 Jul 1927",,"E. W. Gifford",,"http://arctos.database.museum/guid/MVZ:Egg:2075","United States","California","Alameda County",,,"Aviary in Oakland",,,,"37.8084277","-122.2163773","WGS84","10506.0","decimal degrees","MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices",,"BioGeomancer","2009-11-16","Christine Coltellaro (UWBM)","requires verification",,,"Gallicolumba","rubescens",
"MVZ:Egg:2069","MVZ","Egg","2069","Aves","Gallicolumba rubescens",,,,"17 Jul 1927",,"E. W. Gifford",,"http://arctos.database.museum/guid/MVZ:Egg:2069","United States","California","Alameda County",,,"Aviary in Oakland",,,,"37.8084277","-122.2163773","WGS84","10506.0","decimal degrees","MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices",,"BioGeomancer","2009-11-16","Christine Coltellaro (UWBM)","requires verification",,,"Gallicolumba","rubescens",
"MVZ:Egg:2078","MVZ","Egg","2078","Aves","Gallicolumba rubescens",,,,"18 Jul 1927",,"E. W. Gifford",,"http://arctos.database.museum/guid/MVZ:Egg:2078","United States","California","Alameda County",,,"Aviary in Oakland",,,,"37.8084277","-122.2163773","WGS84","10506.0","decimal degrees","MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices",,"BioGeomancer","2009-11-16","Christine Coltellaro (UWBM)","requires verification",,,"Gallicolumba","rubescens",
"MVZ:Egg:2349","MVZ","Egg","2349","Aves","Gallicolumba rubescens",,,,"July 1928",,"E. W. Gifford",,"http://arctos.database.museum/guid/MVZ:Egg:2349","United States","California","Alameda County",,,"Aviary in Oakland",,,,"37.8084277","-122.2163773","WGS84","10506.0","decimal degrees","MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices",,"BioGeomancer","2009-11-16","Christine Coltellaro (UWBM)","requires verification",,,"Gallicolumba","rubescens",
"MVZ:Egg:2351","MVZ","Egg","2351","Aves","Gallicolumba rubescens",,,,"17 Sep 1928",,"E. W. Gifford",,"http://arctos.database.museum/guid/MVZ:Egg:2351","United States","California","Alameda County",,,"Aviary in Oakland",,,,"37.8084277","-122.2163773","WGS84","10506.0","decimal degrees","MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices",,"BioGeomancer","2009-11-16","Christine Coltellaro (UWBM)","requires verification",,,"Gallicolumba","rubescens",
"MVZ:Egg:1874","MVZ","Egg","1874","Aves","Gallicolumba rubescens",,,,"28 Sep 1923",,"E. W. Gifford",,"http://arctos.database.museum/guid/MVZ:Egg:1874","United States","California","Alameda County",,,"Aviary in Oakland",,,,"37.8084277","-122.2163773","WGS84","10506.0","decimal degrees","MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices",,"BioGeomancer","2009-11-16","Christine Coltellaro (UWBM)","requires verification",,,"Gallicolumba","rubescens",
"MVZ:Egg:1932","MVZ","Egg","1932","Aves","Gallicolumba rubescens",,,,"24 Oct 1923",,"E. W. Gifford",,"http://arctos.database.museum/guid/MVZ:Egg:1932","United States","California","Alameda County",,,"Aviary in Oakland",,,,"37.8084277","-122.2163773","WGS84","10506.0","decimal degrees","MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices",,"BioGeomancer","2009-11-16","Christine Coltellaro (UWBM)","requires verification",,,"Gallicolumba","rubescens",
"MVZ:Egg:2082","MVZ","Egg","2082","Aves","Gallicolumba rubescens",,,,"31 Oct 1927",,"E. W. Gifford",,"http://arctos.database.museum/guid/MVZ:Egg:2082","United States","California","Alameda County",,,"Aviary in Oakland",,,,"37.8084277","-122.2163773","WGS84","10506.0","decimal degrees","MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices",,"BioGeomancer","2009-11-16","Christine Coltellaro (UWBM)","requires verification",,,"Gallicolumba","rubescens",
"MVZ:Egg:1933","MVZ","Egg","1933","Aves","Gallicolumba rubescens",,,,"not recorded",,"E. W. Gifford",,"http://arctos.database.museum/guid/MVZ:Egg:1933","United States","California","Alameda County",,,"Aviary in Oakland",,,,"37.8084277","-122.2163773","WGS84","10506.0","decimal degrees","MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices",,"BioGeomancer","2009-11-16","Christine Coltellaro (UWBM)","requires verification",,,"Gallicolumba","rubescens",
"MVZ:Egg:2073","MVZ","Egg","2073","Aves","Gallicolumba rufigula",,,,"22 Jun 1927",,"E. W. Gifford",,"http://arctos.database.museum/guid/MVZ:Egg:2073","United States","California","Alameda County",,,"Aviary in Oakland",,,,"37.8084277","-122.2163773","WGS84","10506.0","decimal degrees","MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices",,"BioGeomancer","2009-11-16","Christine Coltellaro (UWBM)","requires verification",,,"Gallicolumba","rufigula",
"MVZ:Egg:1931","MVZ","Egg","1931","Aves","Gallicolumba stairi ssp.",,,,"10 Oct 1923",,"E. W. Gifford",,"http://arctos.database.museum/guid/MVZ:Egg:1931","United States","California","Alameda County",,,"Aviary in Oakland",,,,"37.8084277","-122.2163773","WGS84","10506.0","decimal degrees","MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices",,"BioGeomancer","2009-11-16","Christine Coltellaro (UWBM)","requires verification",,,"Gallicolumba","stairi",
"MVZ:Egg:1934","MVZ","Egg","1934","Aves","Gallicolumba stairi ssp.",,,,"not recorded",,"E. W. Gifford",,"http://arctos.database.museum/guid/MVZ:Egg:1934","United States","California","Alameda County",,,"Aviary in Oakland",,,,"37.8084277","-122.2163773","WGS84","10506.0","decimal degrees","MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices",,"BioGeomancer","2009-11-16","Christine Coltellaro (UWBM)","requires verification",,,"Gallicolumba","stairi",
"MVZ:Egg:2093","MVZ","Egg","2093","Aves","Geotrygon chrysia",,,,"2 Apr 1928",,"E. W. Gifford",,"http://arctos.database.museum/guid/MVZ:Egg:2093","United States","California","Alameda County",,,"Aviary in Oakland",,,,"37.8084277","-122.2163773","WGS84","10506.0","decimal degrees","MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices",,"BioGeomancer","2009-11-16","Christine Coltellaro (UWBM)","requires verification",,,"Geotrygon","chrysia",
"MVZ:Egg:5001","MVZ","Egg","5001","Aves","Geotrygon montana ssp.",,,,"19 Feb 1935",,"E. W. Gifford",,"http://arctos.database.museum/guid/MVZ:Egg:5001","United States","California","Alameda County",,,"Aviary in Oakland",,,,"37.8084277","-122.2163773","WGS84","10506.0","decimal degrees","MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices",,"BioGeomancer","2009-11-16","Christine Coltellaro (UWBM)","requires verification",,,"Geotrygon","montana",
"MVZ:Egg:2548","MVZ","Egg","2548","Aves","Oena capensis ssp.",,,,"21 Aug 1933",,"E. W. Gifford",,"http://arctos.database.museum/guid/MVZ:Egg:2548","United States","California","Alameda County",,,"Aviary in Oakland",,,,"37.8084277","-122.2163773","WGS84","10506.0","decimal degrees","MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices",,"BioGeomancer","2009-11-16","Christine Coltellaro (UWBM)","requires verification",,,"Oena","capensis",
"MVZ:Egg:1875","MVZ","Egg","1875","Aves","Petrophassa smithii",,,,"3 Oct 1923",,"E. W. Gifford",,"http://arctos.database.museum/guid/MVZ:Egg:1875","United States","California","Alameda County",,,"Aviary in Oakland",,,,"37.8084277","-122.2163773","WGS84","10506.0","decimal degrees","MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices",,"BioGeomancer","2009-11-16","Christine Coltellaro (UWBM)","requires verification",,,"Petrophassa","smithii",
"MVZ:Egg:2329","MVZ","Egg","2329","Aves","Starnoenas cyanocephala",,,,"11 Jun 1928",,"E. W. Gifford",,"http://arctos.database.museum/guid/MVZ:Egg:2329","United States","California","Alameda County",,,"Aviary in Oakland",,,,"37.8084277","-122.2163773","WGS84","10506.0","decimal degrees","MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices",,"BioGeomancer","2009-11-16","Christine Coltellaro (UWBM)","requires verification",,,"Starnoenas","cyanocephala",
"MVZ:Egg:2348","MVZ","Egg","2348","Aves","Starnoenas cyanocephala",,,,"July 1928",,"E. W. Gifford",,"http://arctos.database.museum/guid/MVZ:Egg:2348","United States","California","Alameda County",,,"Aviary in Oakland",,,,"37.8084277","-122.2163773","WGS84","10506.0","decimal degrees","MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices",,"BioGeomancer","2009-11-16","Christine Coltellaro (UWBM)","requires verification",,,"Starnoenas","cyanocephala",
"MVZ:Egg:1184","MVZ","Egg","1184","Aves","Tyto alba pratincola",,,,"27 Apr 1899",,"Edward A. Bannister",,"http://arctos.database.museum/guid/MVZ:Egg:1184","United States","California","Alameda County",,,"no specific locality recorded",,,,"37.6803493","-121.9029351","WGS84","44037.0","decimal degrees","MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices",,"BioGeomancer","2009-11-16","Christine Coltellaro (UWBM)","requires verification",,,"Tyto","alba",
"MVZ:Egg:1182","MVZ","Egg","1182","Aves","Tyto alba pratincola",,,,"27 Apr 1899",,"Edward A. Bannister",,"http://arctos.database.museum/guid/MVZ:Egg:1182","United States","California","Alameda County",,,"no specific locality recorded",,,,"37.6803493","-121.9029351","WGS84","44037.0","decimal degrees","MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices",,"BioGeomancer","2009-11-16","Christine Coltellaro (UWBM)","requires verification",,,"Tyto","alba",
"MVZ:Egg:1185","MVZ","Egg","1185","Aves","Tyto alba pratincola",,,,"28 Apr 1900",,"Edward A. Bannister",,"http://arctos.database.museum/guid/MVZ:Egg:1185","United States","California","Alameda County",,,"no specific locality recorded",,,,"37.6803493","-121.9029351","WGS84","44037.0","decimal degrees","MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices",,"BioGeomancer","2009-11-16","Christine Coltellaro (UWBM)","requires verification",,,"Tyto","alba",
"MVZ:Egg:1181","MVZ","Egg","1181","Aves","Tyto alba pratincola",,,,"28 Apr 1900",,"Edward A. Bannister",,"http://arctos.database.museum/guid/MVZ:Egg:1181","United States","California","Alameda County",,,"no specific locality recorded",,,,"37.6803493","-121.9029351","WGS84","44037.0","decimal degrees","MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices",,"BioGeomancer","2009-11-16","Christine Coltellaro (UWBM)","requires verification",,,"Tyto","alba",
"MVZ:Egg:1188","MVZ","Egg","1188","Aves","Tyto alba pratincola",,,,"27 May 1899",,"Edward A. Bannister",,"http://arctos.database.museum/guid/MVZ:Egg:1188","United States","California","Alameda County",,,"no specific locality recorded",,,,"37.6803493","-121.9029351","WGS84","44037.0","decimal degrees","MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices",,"BioGeomancer","2009-11-16","Christine Coltellaro (UWBM)","requires verification",,,"Tyto","alba",
"MVZ:Egg:1186","MVZ","Egg","1186","Aves","Tyto alba pratincola",,,,"7 Jun 1899",,"Edward A. Bannister",,"http://arctos.database.museum/guid/MVZ:Egg:1186","United States","California","Alameda County",,,"no specific locality recorded",,,,"37.6803493","-121.9029351","WGS84","44037.0","decimal degrees","MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices",,"BioGeomancer","2009-11-16","Christine Coltellaro (UWBM)","requires verification",,,"Tyto","alba",
"MVZ:Egg:1187","MVZ","Egg","1187","Aves","Tyto alba pratincola",,,,"15 Apr 1903",,"Edward A. Bannister, Phil A. Bannister",,"http://arctos.database.museum/guid/MVZ:Egg:1187","United States","California","Alameda County",,,"no specific locality recorded",,,,"37.6803493","-121.9029351","WGS84","44037.0","decimal degrees","MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices",,"BioGeomancer","2009-11-16","Christine Coltellaro (UWBM)","requires verification",,,"Tyto","alba",
"MVZ:Egg:1194","MVZ","Egg","1194","Aves","Megascops kennicottii bendirei",,,,"14 Apr 1900",,"Edward A. Bannister, Phil A. Bannister",,"http://arctos.database.museum/guid/MVZ:Egg:1194","United States","California","Alameda County",,,"no specific locality recorded",,,,"37.6803493","-121.9029351","WGS84","44037.0","decimal degrees","MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices",,"BioGeomancer","2009-11-16","Christine Coltellaro (UWBM)","requires verification",,,"Megascops","kennicottii",
"MVZ:Egg:1196","MVZ","Egg","1196","Aves","Megascops kennicottii bendirei",,,,"4 May 1900",,"Edward A. Bannister, Phil A. Bannister",,"http://arctos.database.museum/guid/MVZ:Egg:1196","United States","California","Alameda County",,,"no specific locality recorded",,,,"37.6803493","-121.9029351","WGS84","44037.0","decimal degrees","MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices",,"BioGeomancer","2009-11-16","Christine Coltellaro (UWBM)","requires verification",,,"Megascops","kennicottii",
"MVZ:Egg:1198","MVZ","Egg","1198","Aves","Megascops kennicottii bendirei",,,,"6 May 1899",,"Edward A. Bannister, Phil A. Bannister",,"http://arctos.database.museum/guid/MVZ:Egg:1198","United States","California","Alameda County",,,"no specific locality recorded",,,,"37.6803493","-121.9029351","WGS84","44037.0","decimal degrees","MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices",,"BioGeomancer","2009-11-16","Christine Coltellaro (UWBM)","requires verification",,,"Megascops","kennicottii",
"MVZ:Egg:1199","MVZ","Egg","1199","Aves","Megascops kennicottii bendirei",,,,"6 May 1899",,"Edward A. Bannister, Phil A. Bannister",,"http://arctos.database.museum/guid/MVZ:Egg:1199","United States","California","Alameda County",,,"no specific locality recorded",,,,"37.6803493","-121.9029351","WGS84","44037.0","decimal degrees","MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices",,"BioGeomancer","2009-11-16","Christine Coltellaro (UWBM)","requires verification",,,"Megascops","kennicottii",
"MVZ:Egg:1200","MVZ","Egg","1200","Aves","Megascops kennicottii bendirei",,,,"21 Apr 1900",,"Phil A. Bannister",,"http://arctos.database.museum/guid/MVZ:Egg:1200","United States","California","Alameda County",,,"no specific locality recorded",,,,"37.6803493","-121.9029351","WGS84","44037.0","decimal degrees","MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices",,"BioGeomancer","2009-11-16","Christine Coltellaro (UWBM)","requires verification",,,"Megascops","kennicottii",
"MVZ:Egg:1195","MVZ","Egg","1195","Aves","Megascops kennicottii bendirei",,,,"1 May 1900",,"Phil A. Bannister",,"http://arctos.database.museum/guid/MVZ:Egg:1195","United States","California","Alameda County",,,"no specific locality recorded",,,,"37.6803493","-121.9029351","WGS84","44037.0","decimal degrees","MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices",,"BioGeomancer","2009-11-16","Christine Coltellaro (UWBM)","requires verification",,,"Megascops","kennicottii",
"MVZ:Egg:1201","MVZ","Egg","1201","Aves","Megascops kennicottii bendirei",,,,"1 May 1900",,"Phil A. Bannister",,"http://arctos.database.museum/guid/MVZ:Egg:1201","United States","California","Alameda County",,,"no specific locality recorded",,,,"37.6803493","-121.9029351","WGS84","44037.0","decimal degrees","MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices",,"BioGeomancer","2009-11-16","Christine Coltellaro (UWBM)","requires verification",,,"Megascops","kennicottii",
"MVZ:Egg:1202","MVZ","Egg","1202","Aves","Megascops kennicottii bendirei",,,,"1 May 1900",,"Phil A. Bannister",,"http://arctos.database.museum/guid/MVZ:Egg:1202","United States","California","Alameda County",,,"no specific locality recorded",,,,"37.6803493","-121.9029351","WGS84","44037.0","decimal degrees","MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices",,"BioGeomancer","2009-11-16","Christine Coltellaro (UWBM)","requires verification",,,"Megascops","kennicottii",
"MVZ:Egg:1193","MVZ","Egg","1193","Aves","Megascops kennicottii bendirei",,,,"1 May 1900",,"Phil A. Bannister",,"http://arctos.database.museum/guid/MVZ:Egg:1193","United States","California","Alameda County",,,"no specific locality recorded",,,,"37.6803493","-121.9029351","WGS84","44037.0","decimal degrees","MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices",,"BioGeomancer","2009-11-16","Christine Coltellaro (UWBM)","requires verification",,,"Megascops","kennicottii",
"MVZ:Egg:1207","MVZ","Egg","1207","Aves","Megascops kennicottii bendirei",,,,"3 May 1901",,"Phil A. Bannister",,"http://arctos.database.museum/guid/MVZ:Egg:1207","United States","California","Alameda County",,,"no specific locality recorded",,,,"37.6803493","-121.9029351","WGS84","44037.0","decimal degrees","MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices",,"BioGeomancer","2009-11-16","Christine Coltellaro (UWBM)","requires verification",,,"Megascops","kennicottii",
"MVZ:Egg:1205","MVZ","Egg","1205","Aves","Megascops kennicottii bendirei",,,,"3 May 1901",,"Phil A. Bannister",,"http://arctos.database.museum/guid/MVZ:Egg:1205","United States","California","Alameda County",,,"no specific locality recorded",,,,"37.6803493","-121.9029351","WGS84","44037.0","decimal degrees","MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices",,"BioGeomancer","2009-11-16","Christine Coltellaro (UWBM)","requires verification",,,"Megascops","kennicottii",
"MVZ:Egg:1192","MVZ","Egg","1192","Aves","Megascops kennicottii bendirei",,,,"5 May 1900",,"Phil A. Bannister",,"http://arctos.database.museum/guid/MVZ:Egg:1192","United States","California","Alameda County",,,"no specific locality recorded",,,,"37.6803493","-121.9029351","WGS84","44037.0","decimal degrees","MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices",,"BioGeomancer","2009-11-16","Christine Coltellaro (UWBM)","requires verification",,,"Megascops","kennicottii",
"MVZ:Egg:1208","MVZ","Egg","1208","Aves","Megascops kennicottii bendirei",,,,"8 May 1904",,"Phil A. Bannister",,"http://arctos.database.museum/guid/MVZ:Egg:1208","United States","California","Alameda County",,,"no specific locality recorded",,,,"37.6803493","-121.9029351","WGS84","44037.0","decimal degrees","MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices",,"BioGeomancer","2009-11-16","Christine Coltellaro (UWBM)","requires verification",,,"Megascops","kennicottii",
"MVZ:Egg:1206","MVZ","Egg","1206","Aves","Megascops kennicottii bendirei",,,,"13 May 1899",,"Phil A. Bannister",,"http://arctos.database.museum/guid/MVZ:Egg:1206","United States","California","Alameda County",,,"no specific locality recorded",,,,"37.6803493","-121.9029351","WGS84","44037.0","decimal degrees","MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices",,"BioGeomancer","2009-11-16","Christine Coltellaro (UWBM)","requires verification",,,"Megascops","kennicottii",
"MVZ:Egg:1197","MVZ","Egg","1197","Aves","Megascops kennicottii bendirei",,,,"3 May 1901",,"Phil A. Bannister",,"http://arctos.database.museum/guid/MVZ:Egg:1197","United States","California","Alameda County",,,"no specific locality recorded",,,,"37.6803493","-121.9029351","WGS84","44037.0","decimal degrees","MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices",,"BioGeomancer","2009-11-16","Christine Coltellaro (UWBM)","requires verification",,,"Megascops","kennicottii",
"MVZ:Egg:1203","MVZ","Egg","1203","Aves","Megascops kennicottii bendirei",,,,"3 May 1901",,"Phil A. Bannister",,"http://arctos.database.museum/guid/MVZ:Egg:1203","United States","California","Alameda County",,,"no specific locality recorded",,,,"37.6803493","-121.9029351","WGS84","44037.0","decimal degrees","MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices",,"BioGeomancer","2009-11-16","Christine Coltellaro (UWBM)","requires verification",,,"Megascops","kennicottii",
"MVZ:Egg:1204","MVZ","Egg","1204","Aves","Megascops kennicottii bendirei",,,,"3 May 1901",,"Phil A. Bannister",,"http://arctos.database.museum/guid/MVZ:Egg:1204","United States","California","Alameda County",,,"no specific locality recorded",,,,"37.6803493","-121.9029351","WGS84","44037.0","decimal degrees","MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices",,"BioGeomancer","2009-11-16","Christine Coltellaro (UWBM)","requires verification",,,"Megascops","kennicottii",
"MVZ:Egg:1191","MVZ","Egg","1191","Aves","Megascops kennicottii bendirei",,,,"3 May 1901",,"Phil A. Bannister",,"http://arctos.database.museum/guid/MVZ:Egg:1191","United States","California","Alameda County",,,"no specific locality recorded",,,,"37.6803493","-121.9029351","WGS84","44037.0","decimal degrees","MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices",,"BioGeomancer","2009-11-16","Christine Coltellaro (UWBM)","requires verification",,,"Megascops","kennicottii",
